system,facility,carrier,code,code_type,setting,billing_class,hospital_plan,payer_plan,expected_cause,labelled_by,labelled_on,note,hospital_rate,payer_rate,payer_min,payer_max,payer_count,inside_payer_range,ratio,relative_difference,hospital_vintage,payer_vintage,vintage_gap_days,notes,triage_rule
Mount Sinai,The Mount Sinai Hospital,Anthem / Empire BCBS,93613,HCPCS,outpatient,facility,Empire Bc - Blue Priority Ppo - Tmsh,ConnectionEPO; EPO; PPO; SmallGroupEPO,units_or_methodology,Erjon,2026-09-24,,5880,53984.5,50980.5,62041,4,False,9.18103741496598,8.18103741496598,2026-04-01,2026-09-01,153,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Anthem / Empire BCBS,93615,HCPCS,outpatient,facility,Empire Bc - Blue Priority Ppo - Tmsh,ConnectionEPO; EPO; PPO; SmallGroupEPO,units_or_methodology,Erjon,2026-09-24,,5880,53984.5,50980.5,62041,4,False,9.18103741496598,8.18103741496598,2026-04-01,2026-09-01,153,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Anthem / Empire BCBS,93616,HCPCS,outpatient,facility,Empire Bc - Blue Priority Ppo - Tmsh,ConnectionEPO; EPO; PPO; SmallGroupEPO,units_or_methodology,Erjon,2026-09-24,,5880,53984.5,50980.5,62041,4,False,9.18103741496598,8.18103741496598,2026-04-01,2026-09-01,153,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Anthem / Empire BCBS,93618,HCPCS,outpatient,facility,Empire Bc - Blue Priority Ppo - Tmsh,ConnectionEPO; EPO; PPO; SmallGroupEPO,units_or_methodology,Erjon,2026-09-24,,5880,53984.5,50980.5,62041,4,False,9.18103741496598,8.18103741496598,2026-04-01,2026-09-01,153,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,G0306,HCPCS,outpatient,facility,Cigna Ppo - Tmsh,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,562.75,284.38,236.03,312.815,3,False,0.505339848956019,0.978866305647373,2026-04-01,2026-08-01,122,,unexplained
Mount Sinai,The Mount Sinai Hospital,Cigna,G0328,HCPCS,outpatient,facility,Cigna Localplus - Tmsh,LocalPlus; NationalOAP; NationalPPO,insufficient_evidence,Erjon,2026-09-24,,8.7,19.6699999999999,16.325,21.635,3,False,2.26091954022988,1.26091954022988,2026-04-01,2026-08-01,122,,unexplained
Mount Sinai,The Mount Sinai Hospital,Cigna,G0404,HCPCS,outpatient,facility,Cigna Ppo - Tmsh,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,562.76,297.48,246.91,327.23,3,False,0.528608998507356,0.891757429070861,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,G0422,HCPCS,outpatient,facility,Cigna Ppo - Tmsh,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,2033.62,1096.105,909.77,1205.72,3,False,0.538992043744652,0.85531495614015,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,G0423,HCPCS,outpatient,facility,Cigna Ppo - Tmsh,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,2440.24,1296.64,1076.215,1426.31,3,False,0.531357571386421,0.88197186574531,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,G9143,HCPCS,outpatient,facility,Cigna Localplus - Tmsh,LocalPlus; NationalOAP; NationalPPO,insufficient_evidence,Erjon,2026-09-24,,56.85,143.255,118.905,157.579999999999,3,False,2.51987686895338,1.51987686895338,2026-04-01,2026-08-01,122,,unexplained
Mount Sinai,The Mount Sinai Hospital,Cigna,G9143,HCPCS,outpatient,facility,Cigna Ppo - Tmsh,LocalPlus; NationalOAP; NationalPPO,insufficient_evidence,Erjon,2026-09-24,,75.34,143.255,118.905,157.579999999999,3,False,1.90144677462171,0.901446774621714,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,P3000,HCPCS,outpatient,facility,Cigna Ppo - Tmsh,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,215.13,115.389999999999,95.77,126.929999999999,3,False,0.536373355645423,0.864372995926856,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,Q0111,HCPCS,outpatient,facility,Cigna Localplus - Tmsh,LocalPlus; NationalOAP; NationalPPO,insufficient_evidence,Erjon,2026-09-24,,2.96,5.685,4.715,6.255,3,False,1.9206081081081,0.920608108108108,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,Q0112,HCPCS,outpatient,facility,Cigna Localplus - Tmsh,LocalPlus; NationalOAP; NationalPPO,insufficient_evidence,Erjon,2026-09-24,,2.96,5.685,4.715,6.255,3,False,1.9206081081081,0.920608108108108,2026-04-01,2026-08-01,122,,systematic_offset
Mount Sinai,The Mount Sinai Hospital,Cigna,S3722,HCPCS,outpatient,facility,Cigna Localplus - Tmsh,LocalPlus; NationalOAP; NationalPPO,insufficient_evidence,Erjon,2026-09-24,,9.61,18.29,15.185,20.12,3,False,1.90322580645161,0.903225806451612,2026-04-01,2026-08-01,122,,systematic_offset
NYU Langone,NYU Langone|Brooklyn,Aetna,C8914,HCPCS,both,,AETNA EPO (AMEX EMPLOYEES) 3993,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,"a ~212-day gap cannot explain a 10x price difference; ratios ~0.10x across carriers point to a facility vs professional component split, overriding the vintage rule",3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Aetna,C8914,HCPCS,both,,AETNA EPO (SUNSET PARK EMPLOYEES) 4208,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Aetna,C8914,HCPCS,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Aetna,C8914,HCPCS,both,,AETNA SIGNATURE ADMINISTRATORS PPO 1417,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,90870,CPT,both,,CIGNA GREAT WEST PPO 1442,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,90870,CPT,both,,CIGNA LOCALPLUS 4193,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,90870,CPT,both,,CIGNA OPEN ACCESS 1413,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,90870,CPT,both,,CIGNA PPO 1047,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,95851,CPT,both,,CIGNA GREAT WEST PPO 1442,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,95851,CPT,both,,CIGNA OPEN ACCESS 1413,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Brooklyn,Cigna,95851,CPT,both,,CIGNA PPO 1047,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,72132,CPT,both,,AETNA EPO (AMEX EMPLOYEES) 3993,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,72132,CPT,both,,AETNA EPO (SUNSET PARK EMPLOYEES) 4208,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,72132,CPT,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,72132,CPT,both,,AETNA SIGNATURE ADMINISTRATORS PPO 1417,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,95886,CPT,both,,AETNA EPO (AMEX EMPLOYEES) 3993,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2977.956,307.64,68.4149999999999,307.64,5,False,0.103305757371834,8.68000260044207,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,95886,CPT,both,,AETNA EPO (SUNSET PARK EMPLOYEES) 4208,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2977.956,307.64,68.4149999999999,307.64,5,False,0.103305757371834,8.68000260044207,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,95886,CPT,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2977.956,307.64,68.4149999999999,307.64,5,False,0.103305757371834,8.68000260044207,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Aetna,95886,CPT,both,,AETNA SIGNATURE ADMINISTRATORS PPO 1417,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,2977.956,307.64,68.4149999999999,307.64,5,False,0.103305757371834,8.68000260044207,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,90870,CPT,both,,CIGNA GREAT WEST PPO 1442,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,90870,CPT,both,,CIGNA LOCALPLUS 4193,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,90870,CPT,both,,CIGNA OPEN ACCESS 1413,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,90870,CPT,both,,CIGNA PPO 1047,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,95851,CPT,both,,CIGNA GREAT WEST PPO 1442,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,95851,CPT,both,,CIGNA OPEN ACCESS 1413,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,Cigna,95851,CPT,both,,CIGNA PPO 1047,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,UnitedHealthcare,63265,CPT,both,,UNITED HEALTHCARE EPO (SUNSET PARK EMPLOYEES) 4206,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,45946.95,4829.75,150,9509.5,6,False,0.105115791146093,8.5133184947461,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,UnitedHealthcare,63265,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,45946.95,4829.75,150,9509.5,6,False,0.105115791146093,8.5133184947461,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,UnitedHealthcare,63265,CPT,both,,UNITED HEALTHCARE POS 1159,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,45946.95,4829.75,150,9509.5,6,False,0.105115791146093,8.5133184947461,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Long Island,UnitedHealthcare,63265,CPT,both,,UNITED HEALTHCARE PPO 1160,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,45946.95,4829.75,150,9509.5,6,False,0.105115791146093,8.5133184947461,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,72132,CPT,both,,AETNA EPO (AMEX EMPLOYEES) 3993,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,72132,CPT,both,,AETNA EPO (SUNSET PARK EMPLOYEES) 4208,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,72132,CPT,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,72132,CPT,both,,AETNA SIGNATURE ADMINISTRATORS PPO 1417,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,651.6,66.82,66.82,158.53,5,False,0.102547575199508,8.75157138581263,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,C8914,HCPCS,both,,AETNA EPO (AMEX EMPLOYEES) 3993,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,C8914,HCPCS,both,,AETNA EPO (SUNSET PARK EMPLOYEES) 4208,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,C8914,HCPCS,both,,AETNA PPO 1010,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Aetna,C8914,HCPCS,both,,AETNA SIGNATURE ADMINISTRATORS PPO 1417,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3934.308,451.35,300.84,451.35,5,False,0.11472157238325,7.71675639747424,2026-01-01,2026-08-05,216,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,90870,CPT,both,,CIGNA GREAT WEST PPO 1442,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,90870,CPT,both,,CIGNA LOCALPLUS 4193,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,90870,CPT,both,,CIGNA OPEN ACCESS 1413,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,90870,CPT,both,,CIGNA PPO 1047,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,6487,690,690,690,3,False,0.106366579312471,8.40144927536232,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,95851,CPT,both,,CIGNA GREAT WEST PPO 1442,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,95851,CPT,both,,CIGNA OPEN ACCESS 1413,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,Cigna,95851,CPT,both,,CIGNA PPO 1047,NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,393,41.9,39.42,44.38,2,False,0.106615776081424,8.37947494033412,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE EPO (SUNSET PARK EMPLOYEES) 4206,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE POS 1159,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,15772,CPT,both,,UNITED HEALTHCARE PPO 1160,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,19582.51,2072.5,150,3995,6,False,0.105834236775571,8.44873823884197,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,22552,CPT,both,,UNITED HEALTHCARE EPO (SUNSET PARK EMPLOYEES) 4206,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,61475.44,6676,150,13202,6,False,0.108596213382124,8.20842420611144,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,22552,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,61475.44,6676,150,13202,6,False,0.108596213382124,8.20842420611144,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,22552,CPT,both,,UNITED HEALTHCARE POS 1159,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,61475.44,6676,150,13202,6,False,0.108596213382124,8.20842420611144,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,22552,CPT,both,,UNITED HEALTHCARE PPO 1160,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,61475.44,6676,150,13202,6,False,0.108596213382124,8.20842420611144,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE EPO (SUNSET PARK EMPLOYEES) 4206,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE EPO 1155,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
NYU Langone,NYU Langone|Orthopedic Hospital,UnitedHealthcare,45400,CPT,both,,UNITED HEALTHCARE POS 1159,ChoiceEPO; ChoiceEPO50; ChoicePlus; NationalPPO; POSChoicePlus; SelectEPO,units_or_methodology,Erjon,2026-09-24,,50347.74,5178.5,150,10207,6,False,0.102854666366355,8.7224563097422,2026-01-01,2026-08-01,212,hospital billing class unstated; assumed facility because this system publishes no professional rates,vintage_artifact
